DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter35,Albendazole,DDInter1024,Lapatinib,Moderate
DDInter35,Albendazole,DDInter1026,Larotrectinib,Moderate
DDInter35,Albendazole,DDInter1032,Lefamulin,Moderate
DDInter35,Albendazole,DDInter1039,Letermovir,Moderate
DDInter35,Albendazole,DDInter1051,Levobupivacaine,Minor
DDInter35,Albendazole,DDInter1087,Lonafarnib,Moderate
DDInter35,Albendazole,DDInter1094,Lorlatinib,Moderate
DDInter35,Albendazole,DDInter1215,Mifepristone,Moderate
DDInter35,Albendazole,DDInter1236,Modafinil,Minor
DDInter1276,Nelfinavir,DDInter35,Albendazole,Moderate
DDInter1285,Nevirapine,DDInter35,Albendazole,Moderate
DDInter35,Albendazole,DDInter1293,Nilotinib,Moderate
DDInter35,Albendazole,DDInter1321,Ocrelizumab,Moderate
DDInter35,Albendazole,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter35,Albendazole,DDInter1360,Oxcarbazepine,Moderate
DDInter35,Albendazole,DDInter1442,Phenobarbital,Moderate
DDInter1460,Phenytoin,DDInter35,Albendazole,Moderate
DDInter35,Albendazole,DDInter1480,Pitolisant,Moderate
DDInter35,Albendazole,DDInter1494,Posaconazole,Moderate
DDInter35,Albendazole,DDInter1510,Praziquantel,Minor
DDInter35,Albendazole,DDInter1521,Primidone,Moderate
DDInter35,Albendazole,DDInter1561,Radium Ra 223 dichloride,Moderate
DDInter35,Albendazole,DDInter1588,Ribociclib,Moderate
DDInter35,Albendazole,DDInter1592,Rifapentine,Moderate
DDInter1607,Ritonavir,DDInter35,Albendazole,Moderate
DDInter35,Albendazole,DDInter1626,Rucaparib,Moderate
DDInter35,Albendazole,DDInter1627,Rufinamide,Moderate
DDInter35,Albendazole,DDInter1640,Saquinavir,Moderate
DDInter35,Albendazole,DDInter1658,Selpercatinib,Moderate
DDInter35,Albendazole,DDInter1678,Sirolimus,Moderate
DDInter35,Albendazole,DDInter953,Iodide I-123,Moderate
DDInter35,Albendazole,DDInter954,Iodide I-131,Moderate
DDInter35,Albendazole,DDInter1698,Somapacitan,Moderate
DDInter35,Albendazole,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter35,Albendazole,Moderate
DDInter35,Albendazole,DDInter1711,Stiripentol,Moderate
DDInter35,Albendazole,DDInter1735,Tacrolimus,Moderate
DDInter35,Albendazole,DDInter1747,Tasimelteon,Moderate
DDInter35,Albendazole,DDInter1750,Tazemetostat,Moderate
DDInter35,Albendazole,DDInter1755,Telaprevir,Moderate
DDInter35,Albendazole,DDInter1758,Telithromycin,Moderate
DDInter35,Albendazole,DDInter1760,Telotristat ethyl,Moderate
DDInter35,Albendazole,DDInter1763,Temsirolimus,Moderate
DDInter35,Albendazole,DDInter1891,Tucatinib,Moderate
DDInter35,Albendazole,DDInter1907,Ustekinumab,Moderate
DDInter35,Albendazole,DDInter1912,Valganciclovir,Moderate
DDInter35,Albendazole,DDInter1946,Voriconazole,Moderate
DDInter35,Albendazole,DDInter1949,Voxelotor,Moderate
DDInter1420,Pentamidine,DDInter36,Albiglutide,Moderate
DDInter359,Chloroquine,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter852,Halofantrine,Moderate
DDInter1632,Salbutamol,DDInter893,Hydroxychloroquine,Moderate
DDInter1140,Mefloquine,DDInter1632,Salbutamol,Moderate
DDInter1202,Metronidazole,DDInter1632,Salbutamol,Minor
DDInter1420,Pentamidine,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1520,Primaquine,Moderate
DDInter1557,Quinine,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1863,Triclabendazole,Moderate
DDInter690,Ethanol,DDInter183,Benznidazole,Major
DDInter576,Disulfiram,DDInter690,Ethanol,Major
DDInter998,Ivermectin,DDInter690,Ethanol,Moderate
DDInter1044,Levamisole,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter1202,Metronidazole,Major
DDInter690,Ethanol,DDInter1203,Metronidazole (topical),Moderate
DDInter690,Ethanol,DDInter1292,Nifurtimox,Major
DDInter690,Ethanol,DDInter1811,Tinidazole,Moderate
DDInter38,Aldesleukin,DDInter1072,Lindane,Moderate
DDInter1140,Mefloquine,DDInter39,Alectinib,Moderate
DDInter1557,Quinine,DDInter39,Alectinib,Moderate
DDInter40,Alefacept,DDInter1044,Levamisole,Moderate
DDInter40,Alefacept,DDInter1875,Trimetrexate,Moderate
DDInter41,Alemtuzumab,DDInter1044,Levamisole,Moderate
DDInter41,Alemtuzumab,DDInter1420,Pentamidine,Moderate
DDInter41,Alemtuzumab,DDInter1520,Primaquine,Moderate
DDInter41,Alemtuzumab,DDInter1875,Trimetrexate,Moderate
DDInter1072,Lindane,DDInter43,Alfentanil,Moderate
DDInter359,Chloroquine,DDInter777,Fosamprenavir,Moderate
DDInter359,Chloroquine,DDInter778,Fosaprepitant,Moderate
DDInter779,Foscarnet,DDInter359,Chloroquine,Major
DDInter359,Chloroquine,DDInter783,Fosphenytoin,Moderate
DDInter576,Disulfiram,DDInter783,Fosphenytoin,Moderate
DDInter359,Chloroquine,DDInter786,Fostemsavir,Major
DDInter359,Chloroquine,DDInter791,Gabapentin,Moderate
DDInter359,Chloroquine,DDInter802,Galantamine,Moderate
DDInter359,Chloroquine,DDInter812,Gemfibrozil,Moderate
DDInter359,Chloroquine,DDInter813,Gemifloxacin,Major
DDInter359,Chloroquine,DDInter817,Gilteritinib,Major
DDInter44,Alfuzosin,DDInter359,Chloroquine,Major
DDInter44,Alfuzosin,DDInter852,Halofantrine,Major
DDInter44,Alfuzosin,DDInter893,Hydroxychloroquine,Major
DDInter44,Alfuzosin,DDInter1140,Mefloquine,Moderate
DDInter44,Alfuzosin,DDInter1202,Metronidazole,Minor
DDInter44,Alfuzosin,DDInter1420,Pentamidine,Moderate
DDInter44,Alfuzosin,DDInter1520,Primaquine,Moderate
DDInter44,Alfuzosin,DDInter1557,Quinine,Moderate
DDInter44,Alfuzosin,DDInter1863,Triclabendazole,Moderate
DDInter16,Acetohexamide,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter364,Chlorpropamide,Moderate
DDInter1299,Nitazoxanide,DDInter414,Clorazepic acid,Moderate
DDInter1299,Nitazoxanide,DDInter534,Diazepam,Moderate
DDInter542,Dicoumarol,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter677,Estazolam,Moderate
DDInter1299,Nitazoxanide,DDInter762,Flurazepam,Moderate
DDInter825,Glimepiride,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter826,Glipizide,Moderate
DDInter1299,Nitazoxanide,DDInter831,Glyburide,Moderate
DDInter1092,Lorazepam,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter1174,Methotrexate,Moderate
DDInter1299,Nitazoxanide,DDInter1212,Midazolam,Moderate
DDInter1299,Nitazoxanide,DDInter1359,Oxazepam,Moderate
DDInter1460,Phenytoin,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter1552,Quazepam,Moderate
DDInter1761,Temazepam,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter1826,Tolazamide,Moderate
DDInter1299,Nitazoxanide,DDInter1828,Tolbutamide,Moderate
DDInter1913,Valproic acid,DDInter1299,Nitazoxanide,Moderate
DDInter1299,Nitazoxanide,DDInter1951,Warfarin,Moderate
DDInter1557,Quinine,DDInter46,Aliskiren,Moderate
DDInter1420,Pentamidine,DDInter51,Alogliptin,Moderate
DDInter1164,Metformin,DDInter1420,Pentamidine,Moderate
DDInter1164,Metformin,DDInter1739,Tafenoquine,Moderate
DDInter1420,Pentamidine,DDInter1472,Pioglitazone,Moderate
DDInter679,Estradiol,DDInter1202,Metronidazole,Moderate
DDInter679,Estradiol,DDInter1811,Tinidazole,Moderate
DDInter52,Alosetron,DDInter1288,Niclosamide,Moderate
DDInter52,Alosetron,DDInter1520,Primaquine,Moderate
DDInter1792,Thiabendazole,DDInter52,Alosetron,Moderate
DDInter122,Artesunate,DDInter53,Alpelisib,Moderate
DDInter54,Alprazolam,DDInter576,Disulfiram,Moderate
DDInter359,Chloroquine,DDInter1780,Tetracaine (ophthalmic),Moderate
DDInter1520,Primaquine,DDInter1780,Tetracaine (ophthalmic),Moderate
DDInter1557,Quinine,DDInter1780,Tetracaine (ophthalmic),Moderate
DDInter1739,Tafenoquine,DDInter1780,Tetracaine (ophthalmic),Moderate
DDInter1312,Norethisterone,DDInter1222,Miltefosine,Moderate
DDInter1072,Lindane,DDInter60,Amantadine,Moderate
DDInter1557,Quinine,DDInter60,Amantadine,Moderate
DDInter1068,Lidocaine (topical),DDInter359,Chloroquine,Moderate
DDInter1068,Lidocaine (topical),DDInter1520,Primaquine,Moderate
DDInter1068,Lidocaine (topical),DDInter1557,Quinine,Moderate
DDInter1068,Lidocaine (topical),DDInter1739,Tafenoquine,Moderate
DDInter85,Amphotericin B,DDInter1420,Pentamidine,Moderate
DDInter359,Chloroquine,DDInter64,Amifampridine,Moderate
DDInter893,Hydroxychloroquine,DDInter64,Amifampridine,Moderate
DDInter1072,Lindane,DDInter64,Amifampridine,Moderate
DDInter1140,Mefloquine,DDInter64,Amifampridine,Moderate
DDInter1356,Oxamniquine,DDInter64,Amifampridine,Moderate
DDInter1475,Piperazine,DDInter64,Amifampridine,Moderate
DDInter76,Amiodarone,DDInter183,Benznidazole,Moderate
DDInter359,Chloroquine,DDInter76,Amiodarone,Major
DDInter576,Disulfiram,DDInter76,Amiodarone,Moderate
DDInter76,Amiodarone,DDInter852,Halofantrine,Major
DDInter76,Amiodarone,DDInter893,Hydroxychloroquine,Major
DDInter1140,Mefloquine,DDInter76,Amiodarone,Major
DDInter1202,Metronidazole,DDInter76,Amiodarone,Moderate
DDInter1420,Pentamidine,DDInter76,Amiodarone,Major
DDInter1520,Primaquine,DDInter76,Amiodarone,Major
DDInter1557,Quinine,DDInter76,Amiodarone,Major
DDInter76,Amiodarone,DDInter1649,Secnidazole,Moderate
DDInter1811,Tinidazole,DDInter76,Amiodarone,Moderate
DDInter76,Amiodarone,DDInter1863,Triclabendazole,Major
DDInter359,Chloroquine,DDInter77,Amisulpride,Major
DDInter852,Halofantrine,DDInter77,Amisulpride,Major
DDInter893,Hydroxychloroquine,DDInter77,Amisulpride,Major
DDInter1140,Mefloquine,DDInter77,Amisulpride,Major
DDInter1202,Metronidazole,DDInter77,Amisulpride,Minor
DDInter1420,Pentamidine,DDInter77,Amisulpride,Major
DDInter1520,Primaquine,DDInter77,Amisulpride,Major
DDInter1557,Quinine,DDInter77,Amisulpride,Major
DDInter77,Amisulpride,DDInter1863,Triclabendazole,Major
DDInter78,Amitriptyline,DDInter359,Chloroquine,Major
DDInter78,Amitriptyline,DDInter576,Disulfiram,Minor
DDInter78,Amitriptyline,DDInter852,Halofantrine,Major
DDInter78,Amitriptyline,DDInter893,Hydroxychloroquine,Major
DDInter78,Amitriptyline,DDInter1072,Lindane,Moderate
DDInter78,Amitriptyline,DDInter1140,Mefloquine,Moderate
DDInter78,Amitriptyline,DDInter1202,Metronidazole,Minor
DDInter78,Amitriptyline,DDInter1420,Pentamidine,Moderate
DDInter78,Amitriptyline,DDInter1520,Primaquine,Moderate
DDInter78,Amitriptyline,DDInter1557,Quinine,Moderate
DDInter78,Amitriptyline,DDInter1863,Triclabendazole,Moderate
DDInter1140,Mefloquine,DDInter79,Amlodipine,Moderate
DDInter359,Chloroquine,DDInter133,Atorvastatin,Moderate
DDInter576,Disulfiram,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter893,Hydroxychloroquine,Moderate
DDInter336,Celecoxib,DDInter359,Chloroquine,Moderate
DDInter336,Celecoxib,DDInter576,Disulfiram,Moderate
DDInter336,Celecoxib,DDInter1202,Metronidazole,Moderate
DDInter336,Celecoxib,DDInter1356,Oxamniquine,Moderate
DDInter336,Celecoxib,DDInter1520,Primaquine,Moderate
DDInter1915,Valsartan,DDInter122,Artesunate,Moderate
DDInter1140,Mefloquine,DDInter81,Amobarbital,Moderate
DDInter1202,Metronidazole,DDInter81,Amobarbital,Moderate
DDInter1510,Praziquantel,DDInter81,Amobarbital,Moderate
DDInter1557,Quinine,DDInter81,Amobarbital,Moderate
DDInter1811,Tinidazole,DDInter81,Amobarbital,Moderate
DDInter84,Amphetamine,DDInter1072,Lindane,Moderate
DDInter87,Amphotericin B (lipid complex),DDInter1420,Pentamidine,Moderate
DDInter89,Ampicillin,DDInter359,Chloroquine,Moderate
DDInter1140,Mefloquine,DDInter89,Ampicillin,Minor
DDInter93,Anagrelide,DDInter359,Chloroquine,Major
DDInter93,Anagrelide,DDInter852,Halofantrine,Major
DDInter93,Anagrelide,DDInter893,Hydroxychloroquine,Major
DDInter93,Anagrelide,DDInter1140,Mefloquine,Major
DDInter93,Anagrelide,DDInter1202,Metronidazole,Minor
DDInter93,Anagrelide,DDInter1420,Pentamidine,Major
DDInter93,Anagrelide,DDInter1520,Primaquine,Major
DDInter93,Anagrelide,DDInter1557,Quinine,Major
DDInter93,Anagrelide,DDInter1792,Thiabendazole,Moderate
DDInter93,Anagrelide,DDInter1863,Triclabendazole,Major
DDInter94,Anakinra,DDInter1044,Levamisole,Moderate
DDInter94,Anakinra,DDInter1875,Trimetrexate,Moderate
DDInter359,Chloroquine,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter852,Halofantrine,Moderate
DDInter1538,Propofol,DDInter893,Hydroxychloroquine,Moderate
DDInter1140,Mefloquine,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter1202,Metronidazole,Minor
DDInter1420,Pentamidine,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter1520,Primaquine,Moderate
DDInter1557,Quinine,DDInter1538,Propofol,Moderate
DDInter1538,Propofol,DDInter1863,Triclabendazole,Moderate
DDInter1044,Levamisole,DDInter100,Anthrax vaccine,Moderate
DDInter1875,Trimetrexate,DDInter100,Anthrax vaccine,Moderate
DDInter359,Chloroquine,DDInter1088,Loperamide,Moderate
DDInter1088,Loperamide,DDInter852,Halofantrine,Moderate
DDInter1088,Loperamide,DDInter893,Hydroxychloroquine,Moderate
DDInter1140,Mefloquine,DDInter1088,Loperamide,Moderate
DDInter1088,Loperamide,DDInter1202,Metronidazole,Moderate
DDInter1420,Pentamidine,DDInter1088,Loperamide,Moderate
DDInter1088,Loperamide,DDInter1520,Primaquine,Moderate
DDInter1557,Quinine,DDInter1088,Loperamide,Major
DDInter1088,Loperamide,DDInter1863,Triclabendazole,Moderate
DDInter359,Chloroquine,DDInter1519,Prilocaine (topiclal),Major
DDInter1519,Prilocaine (topiclal),DDInter1520,Primaquine,Major
DDInter1557,Quinine,DDInter1519,Prilocaine (topiclal),Major
DDInter718,Fenofibrate,DDInter1531,Proguanil,Moderate
DDInter1072,Lindane,DDInter884,Hydrocodone,Moderate
DDInter122,Artesunate,DDInter107,Apalutamide,Moderate
DDInter359,Chloroquine,DDInter107,Apalutamide,Moderate
DDInter852,Halofantrine,DDInter107,Apalutamide,Major
DDInter893,Hydroxychloroquine,DDInter107,Apalutamide,Moderate
DDInter998,Ivermectin,DDInter107,Apalutamide,Moderate
DDInter1072,Lindane,DDInter107,Apalutamide,Moderate
DDInter1140,Mefloquine,DDInter107,Apalutamide,Moderate
DDInter1202,Metronidazole,DDInter107,Apalutamide,Minor
DDInter1420,Pentamidine,DDInter107,Apalutamide,Moderate
DDInter1510,Praziquantel,DDInter107,Apalutamide,Major
DDInter1520,Primaquine,DDInter107,Apalutamide,Moderate
DDInter1531,Proguanil,DDInter107,Apalutamide,Moderate
DDInter1557,Quinine,DDInter107,Apalutamide,Moderate
DDInter1811,Tinidazole,DDInter107,Apalutamide,Moderate
DDInter107,Apalutamide,DDInter1863,Triclabendazole,Moderate
DDInter1557,Quinine,DDInter108,Apixaban,Moderate
DDInter359,Chloroquine,DDInter252,Bupropion,Major
DDInter1072,Lindane,DDInter252,Bupropion,Major
DDInter1140,Mefloquine,DDInter252,Bupropion,Major
DDInter1356,Oxamniquine,DDInter252,Bupropion,Major
DDInter1475,Piperazine,DDInter252,Bupropion,Major
DDInter359,Chloroquine,DDInter109,Apomorphine,Major
DDInter109,Apomorphine,DDInter852,Halofantrine,Major
DDInter109,Apomorphine,DDInter893,Hydroxychloroquine,Major
DDInter1140,Mefloquine,DDInter109,Apomorphine,Moderate
DDInter109,Apomorphine,DDInter1202,Metronidazole,Minor
DDInter109,Apomorphine,DDInter1420,Pentamidine,Moderate
DDInter109,Apomorphine,DDInter1520,Primaquine,Moderate
DDInter1557,Quinine,DDInter109,Apomorphine,Moderate
DDInter109,Apomorphine,DDInter1863,Triclabendazole,Moderate
DDInter359,Chloroquine,DDInter112,Aprepitant,Moderate
DDInter112,Aprepitant,DDInter852,Halofantrine,Major
DDInter112,Aprepitant,DDInter893,Hydroxychloroquine,Moderate
DDInter998,Ivermectin,DDInter112,Aprepitant,Moderate
DDInter1557,Quinine,DDInter112,Aprepitant,Moderate
DDInter508,Desogestrel,DDInter1222,Miltefosine,Moderate
DDInter1158,Mesalazine,DDInter1420,Pentamidine,Moderate
DDInter359,Chloroquine,DDInter116,Arformoterol,Moderate
