DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter722,Fentanyl,DDInter535,Diazoxide,Moderate
DDInter722,Fentanyl,DDInter690,Ethanol,Moderate
DDInter722,Fentanyl,DDInter960,Iohexol,Major
DDInter722,Fentanyl,DDInter961,Iopamidol,Major
DDInter722,Fentanyl,DDInter1186,Methylene blue,Major
DDInter722,Fentanyl,DDInter1262,Naloxone,Moderate
DDInter1448,Phentolamine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter1533,Promethazine,Moderate
DDInter424,Cobicistat,DDInter9,Acalabrutinib,Major
DDInter488,Deferasirox,DDInter9,Acalabrutinib,Major
DDInter489,Deferiprone,DDInter9,Acalabrutinib,Major
DDInter898,Ibritumomab tiuxetan,DDInter9,Acalabrutinib,Major
DDInter1839,Tositumomab (I-131),DDInter9,Acalabrutinib,Major
DDInter1113,Magnesium carbonate,DDInter9,Acalabrutinib,Moderate
DDInter1638,Samarium (153Sm) lexidronam,DDInter9,Acalabrutinib,Major
DDInter1715,Strontium chloride Sr-89,DDInter9,Acalabrutinib,Moderate
DDInter1838,Tositumomab,DDInter9,Acalabrutinib,Major
DDInter11,Acarbose,DDInter535,Diazoxide,Moderate
DDInter11,Acarbose,DDInter690,Ethanol,Moderate
DDInter11,Acarbose,DDInter1513,Prednisolone,Moderate
DDInter11,Acarbose,DDInter1533,Promethazine,Moderate
DDInter1661,Sermorelin,DDInter11,Acarbose,Moderate
DDInter1066,Lidocaine,DDInter424,Cobicistat,Moderate
DDInter1066,Lidocaine,DDInter488,Deferasirox,Minor
DDInter1066,Lidocaine,DDInter960,Iohexol,Major
DDInter1066,Lidocaine,DDInter961,Iopamidol,Major
DDInter1066,Lidocaine,DDInter1306,Nitrous acid,Major
DDInter362,Chlorpheniramine,DDInter424,Cobicistat,Moderate
DDInter690,Ethanol,DDInter362,Chlorpheniramine,Moderate
DDInter362,Chlorpheniramine,DDInter863,Histamine,Moderate
DDInter1453,Phenylephrine,DDInter951,Iobenguane (I-123),Moderate
DDInter1453,Phenylephrine,DDInter952,Iobenguane (I-131),Major
DDInter1453,Phenylephrine,DDInter1186,Methylene blue,Major
DDInter1462,Physostigmine,DDInter362,Chlorpheniramine,Moderate
DDInter1463,Physostigmine (ophthalmic),DDInter362,Chlorpheniramine,Moderate
DDInter1533,Promethazine,DDInter362,Chlorpheniramine,Moderate
DDInter362,Chlorpheniramine,DDInter953,Iodide I-123,Moderate
DDInter362,Chlorpheniramine,DDInter954,Iodide I-131,Moderate
DDInter1453,Phenylephrine,DDInter1828,Tolbutamide,Moderate
DDInter527,Dextromethorphan,DDInter1186,Methylene blue,Major
DDInter65,Amifostine,DDInter12,Acebutolol,Moderate
DDInter270,Calcium acetate,DDInter12,Acebutolol,Moderate
DDInter533,Diatrizoate,DDInter12,Acebutolol,Moderate
DDInter690,Ethanol,DDInter12,Acebutolol,Moderate
DDInter792,Gadobenic acid,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter793,Gadobutrol,Moderate
DDInter794,Gadodiamide,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter795,Gadofosveset trisodium,Moderate
DDInter796,Gadopentetic acid,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter797,Gadoteric acid,Moderate
DDInter798,Gadoteridol,DDInter12,Acebutolol,Moderate
DDInter799,Gadoversetamide,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter800,Gadoxetic acid,Moderate
DDInter12,Acebutolol,DDInter957,Iodipamide,Moderate
DDInter12,Acebutolol,DDInter958,Iodixanol,Moderate
DDInter12,Acebutolol,DDInter960,Iohexol,Moderate
DDInter12,Acebutolol,DDInter961,Iopamidol,Moderate
DDInter12,Acebutolol,DDInter962,Iopanoic acid,Moderate
DDInter12,Acebutolol,DDInter964,Iopromide,Moderate
DDInter12,Acebutolol,DDInter965,Iothalamic acid,Moderate
DDInter12,Acebutolol,DDInter966,Ioversol,Moderate
DDInter12,Acebutolol,DDInter967,Ioxilan,Moderate
DDInter12,Acebutolol,DDInter963,Iopodic acid,Moderate
DDInter12,Acebutolol,DDInter1023,Lanthanum carbonate,Moderate
DDInter12,Acebutolol,DDInter1113,Magnesium carbonate,Minor
DDInter12,Acebutolol,DDInter1165,Methacholine,Major
DDInter1462,Physostigmine,DDInter12,Acebutolol,Moderate
DDInter1513,Prednisolone,DDInter12,Acebutolol,Moderate
DDInter1533,Promethazine,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter1306,Nitrous acid,Moderate
DDInter1828,Tolbutamide,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter1895,Tyropanoic acid,Moderate
DDInter887,Hydrocortisone (topical),DDInter1828,Tolbutamide,Minor
DDInter14,Acetaminophen,DDInter488,Deferasirox,Moderate
DDInter14,Acetaminophen,DDInter690,Ethanol,Major
DDInter14,Acetaminophen,DDInter1306,Nitrous acid,Major
DDInter263,Caffeine,DDInter31,Adenosine,Moderate
DDInter263,Caffeine,DDInter52,Alosetron,Moderate
DDInter556,Dihydrocodeine,DDInter92,Amyl Nitrite,Moderate
DDInter263,Caffeine,DDInter93,Anagrelide,Moderate
DDInter263,Caffeine,DDInter20,Acetylsalicylic acid,Minor
DDInter263,Caffeine,DDInter129,Atazanavir,Minor
DDInter263,Caffeine,DDInter178,Bendamustine,Moderate
DDInter263,Caffeine,DDInter287,Capmatinib,Moderate
DDInter263,Caffeine,DDInter384,Ciprofloxacin,Moderate
DDInter263,Caffeine,DDInter426,Cocaine (nasal),Major
DDInter263,Caffeine,DDInter427,Cocaine (topical),Major
DDInter263,Caffeine,DDInter457,Cycloserine,Moderate
DDInter535,Diazoxide,DDInter556,Dihydrocodeine,Moderate
DDInter263,Caffeine,DDInter573,Dipyridamole,Moderate
DDInter263,Caffeine,DDInter576,Disulfiram,Minor
DDInter263,Caffeine,DDInter608,Duloxetine,Moderate
DDInter263,Caffeine,DDInter644,Enoxacin,Moderate
DDInter263,Caffeine,DDInter673,Esketamine,Major
DDInter770,Fluvoxamine,DDInter263,Caffeine,Moderate
DDInter263,Caffeine,DDInter842,Grepafloxacin,Moderate
DDInter960,Iohexol,DDInter556,Dihydrocodeine,Major
DDInter556,Dihydrocodeine,DDInter961,Iopamidol,Major
DDInter263,Caffeine,DDInter1081,Lithium carbonate,Moderate
DDInter263,Caffeine,DDInter1142,Melatonin,Minor
DDInter556,Dihydrocodeine,DDInter1186,Methylene blue,Major
DDInter263,Caffeine,DDInter1259,Nalidixic acid,Moderate
DDInter1262,Naloxone,DDInter556,Dihydrocodeine,Moderate
DDInter1290,Nicotine,DDInter263,Caffeine,Minor
DDInter263,Caffeine,DDInter1313,Norfloxacin,Moderate
DDInter263,Caffeine,DDInter1319,Obeticholic acid,Moderate
DDInter263,Caffeine,DDInter1327,Olaparib,Moderate
DDInter263,Caffeine,DDInter1351,Osilodrostat,Moderate
DDInter263,Caffeine,DDInter1352,Osimertinib,Moderate
DDInter1448,Phentolamine,DDInter556,Dihydrocodeine,Moderate
DDInter1533,Promethazine,DDInter556,Dihydrocodeine,Moderate
DDInter263,Caffeine,DDInter1572,Rasagiline,Moderate
DDInter263,Caffeine,DDInter1575,Regadenoson,Moderate
DDInter263,Caffeine,DDInter1596,Riluzole,Minor
DDInter263,Caffeine,DDInter1620,Ropivacaine,Minor
DDInter263,Caffeine,DDInter1711,Stiripentol,Moderate
DDInter263,Caffeine,DDInter1791,Theophylline,Moderate
DDInter263,Caffeine,DDInter1792,Thiabendazole,Moderate
DDInter263,Caffeine,DDInter1821,Tizanidine,Major
DDInter263,Caffeine,DDInter1835,Topotecan,Minor
DDInter263,Caffeine,DDInter1887,Trovafloxacin,Minor
DDInter429,Codeine,DDInter92,Amyl Nitrite,Moderate
DDInter429,Codeine,DDInter424,Cobicistat,Moderate
DDInter429,Codeine,DDInter535,Diazoxide,Moderate
DDInter429,Codeine,DDInter960,Iohexol,Major
DDInter429,Codeine,DDInter961,Iopamidol,Major
DDInter429,Codeine,DDInter1186,Methylene blue,Major
DDInter429,Codeine,DDInter1262,Naloxone,Moderate
DDInter429,Codeine,DDInter1448,Phentolamine,Moderate
DDInter429,Codeine,DDInter1533,Promethazine,Moderate
DDInter951,Iobenguane (I-123),DDInter985,Isometheptene,Moderate
DDInter985,Isometheptene,DDInter1186,Methylene blue,Major
DDInter1533,Promethazine,DDInter536,Dichloralphenazone,Moderate
DDInter1841,Tramadol,DDInter424,Cobicistat,Moderate
DDInter1841,Tramadol,DDInter952,Iobenguane (I-131),Major
DDInter1841,Tramadol,DDInter960,Iohexol,Major
DDInter1841,Tramadol,DDInter961,Iopamidol,Major
DDInter1841,Tramadol,DDInter1110,Macimorelin,Major
DDInter1841,Tramadol,DDInter1186,Methylene blue,Major
DDInter1841,Tramadol,DDInter1262,Naloxone,Moderate
DDInter1841,Tramadol,DDInter1462,Physostigmine,Major
DDInter1841,Tramadol,DDInter1533,Promethazine,Major
DDInter533,Diatrizoate,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter919,Indium In-111 pentetate,Moderate
DDInter15,Acetazolamide,DDInter957,Iodipamide,Moderate
DDInter15,Acetazolamide,DDInter958,Iodixanol,Moderate
DDInter15,Acetazolamide,DDInter960,Iohexol,Moderate
DDInter15,Acetazolamide,DDInter961,Iopamidol,Moderate
DDInter15,Acetazolamide,DDInter964,Iopromide,Moderate
DDInter15,Acetazolamide,DDInter965,Iothalamic acid,Moderate
DDInter15,Acetazolamide,DDInter966,Ioversol,Moderate
DDInter15,Acetazolamide,DDInter967,Ioxilan,Moderate
DDInter15,Acetazolamide,DDInter1513,Prednisolone,Moderate
DDInter15,Acetazolamide,DDInter1306,Nitrous acid,Moderate
DDInter15,Acetazolamide,DDInter1828,Tolbutamide,Moderate
DDInter1533,Promethazine,DDInter18,Acetylcholine,Moderate
DDInter19,Acetylcysteine,DDInter24,Activated charcoal,Minor
DDInter906,Ifosfamide,DDInter19,Acetylcysteine,Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter19,Acetylcysteine,Moderate
DDInter712,Famotidine,DDInter1113,Magnesium carbonate,Minor
DDInter712,Famotidine,DDInter1533,Promethazine,Moderate
DDInter712,Famotidine,DDInter1828,Tolbutamide,Moderate
DDInter1568,Ranitidine,DDInter1113,Magnesium carbonate,Minor
DDInter1568,Ranitidine,DDInter1462,Physostigmine,Moderate
DDInter1568,Ranitidine,DDInter1828,Tolbutamide,Moderate
DDInter1559,Rabeprazole,DDInter488,Deferasirox,Moderate
DDInter1559,Rabeprazole,DDInter1830,Tolevamer,Moderate
DDInter21,Acitretin,DDInter690,Ethanol,Major
DDInter21,Acitretin,DDInter1828,Tolbutamide,Moderate
DDInter1941,Vitamin A,DDInter21,Acitretin,Major
DDInter1463,Physostigmine (ophthalmic),DDInter22,Aclidinium,Moderate
DDInter1533,Promethazine,DDInter22,Aclidinium,Moderate
DDInter776,Formoterol,DDInter1110,Macimorelin,Major
DDInter1123,Mannitol,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1186,Methylene blue,Moderate
DDInter1513,Prednisolone,DDInter776,Formoterol,Minor
DDInter776,Formoterol,DDInter1533,Promethazine,Moderate
DDInter776,Formoterol,DDInter1828,Tolbutamide,Moderate
DDInter690,Ethanol,DDInter23,Acrivastine,Moderate
DDInter863,Histamine,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter951,Iobenguane (I-123),Moderate
DDInter1545,Pseudoephedrine,DDInter952,Iobenguane (I-131),Major
DDInter1171,Methionine,DDInter1545,Pseudoephedrine,Minor
DDInter1545,Pseudoephedrine,DDInter1186,Methylene blue,Major
DDInter1462,Physostigmine,DDInter23,Acrivastine,Moderate
DDInter1463,Physostigmine (ophthalmic),DDInter23,Acrivastine,Moderate
DDInter1533,Promethazine,DDInter23,Acrivastine,Moderate
DDInter953,Iodide I-123,DDInter23,Acrivastine,Moderate
DDInter954,Iodide I-131,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter1828,Tolbutamide,Moderate
DDInter598,Doxycycline,DDInter270,Calcium acetate,Moderate
DDInter598,Doxycycline,DDInter690,Ethanol,Minor
DDInter598,Doxycycline,DDInter1785,Tetraferric tricitrate decahydrate,Moderate
DDInter598,Doxycycline,DDInter1023,Lanthanum carbonate,Moderate
DDInter598,Doxycycline,DDInter1113,Magnesium carbonate,Moderate
DDInter598,Doxycycline,DDInter1120,Magnesium sulfate,Moderate
DDInter598,Doxycycline,DDInter1123,Mannitol,Minor
DDInter598,Doxycycline,DDInter978,Iron sucrose,Moderate
DDInter1941,Vitamin A,DDInter598,Doxycycline,Major
DDInter1010,Ketorolac,DDInter488,Deferasirox,Major
DDInter533,Diatrizoate,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter690,Ethanol,Moderate
DDInter898,Ibritumomab tiuxetan,DDInter1010,Ketorolac,Major
DDInter1839,Tositumomab (I-131),DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter957,Iodipamide,Major
DDInter1010,Ketorolac,DDInter958,Iodixanol,Major
DDInter1010,Ketorolac,DDInter960,Iohexol,Major
DDInter1010,Ketorolac,DDInter961,Iopamidol,Major
DDInter1010,Ketorolac,DDInter964,Iopromide,Major
DDInter1010,Ketorolac,DDInter965,Iothalamic acid,Major
DDInter1010,Ketorolac,DDInter966,Ioversol,Major
DDInter1010,Ketorolac,DDInter967,Ioxilan,Major
DDInter1010,Ketorolac,DDInter1110,Macimorelin,Moderate
DDInter1010,Ketorolac,DDInter1500,Potassium Iodide,Moderate
DDInter1010,Ketorolac,DDInter1513,Prednisolone,Moderate
DDInter1010,Ketorolac,DDInter1828,Tolbutamide,Moderate
DDInter1838,Tositumomab,DDInter1010,Ketorolac,Major
DDInter898,Ibritumomab tiuxetan,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1839,Tositumomab (I-131),DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1838,Tositumomab,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter533,Diatrizoate,DDInter25,Acyclovir,Major
DDInter25,Acyclovir,DDInter957,Iodipamide,Major
DDInter25,Acyclovir,DDInter958,Iodixanol,Major
DDInter25,Acyclovir,DDInter960,Iohexol,Major
DDInter25,Acyclovir,DDInter961,Iopamidol,Major
DDInter25,Acyclovir,DDInter964,Iopromide,Major
DDInter25,Acyclovir,DDInter965,Iothalamic acid,Major
DDInter25,Acyclovir,DDInter966,Ioversol,Major
DDInter25,Acyclovir,DDInter967,Ioxilan,Major
DDInter898,Ibritumomab tiuxetan,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter952,Iobenguane (I-131),DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1839,Tositumomab (I-131),DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1513,Prednisolone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1838,Tositumomab,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1291,Nifedipine,DDInter65,Amifostine,Moderate
DDInter270,Calcium acetate,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter424,Cobicistat,Moderate
DDInter1291,Nifedipine,DDInter488,Deferasirox,Moderate
DDInter533,Diatrizoate,DDInter1291,Nifedipine,Moderate
DDInter796,Gadopentetic acid,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter797,Gadoteric acid,Moderate
DDInter1291,Nifedipine,DDInter800,Gadoxetic acid,Moderate
DDInter1291,Nifedipine,DDInter957,Iodipamide,Moderate
DDInter1291,Nifedipine,DDInter962,Iopanoic acid,Moderate
DDInter1291,Nifedipine,DDInter965,Iothalamic acid,Moderate
DDInter1291,Nifedipine,DDInter963,Iopodic acid,Moderate
DDInter1120,Magnesium sulfate,DDInter1291,Nifedipine,Moderate
DDInter1513,Prednisolone,DDInter1291,Nifedipine,Moderate
DDInter1533,Promethazine,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1306,Nitrous acid,Moderate
DDInter1291,Nifedipine,DDInter1895,Tyropanoic acid,Moderate
DDInter27,Adalimumab,DDInter489,Deferiprone,Major
DDInter27,Adalimumab,DDInter898,Ibritumomab tiuxetan,Major
DDInter27,Adalimumab,DDInter952,Iobenguane (I-131),Major
DDInter27,Adalimumab,DDInter1839,Tositumomab (I-131),Major
DDInter27,Adalimumab,DDInter1513,Prednisolone,Major
DDInter27,Adalimumab,DDInter1838,Tositumomab,Major
DDInter31,Adenosine,DDInter1110,Macimorelin,Moderate
DDInter31,Adenosine,DDInter1533,Promethazine,Moderate
DDInter1189,Methylphenidate,DDInter690,Ethanol,Moderate
DDInter1189,Methylphenidate,DDInter951,Iobenguane (I-123),Moderate
DDInter1189,Methylphenidate,DDInter952,Iobenguane (I-131),Major
DDInter1189,Methylphenidate,DDInter959,Ioflupane I-123,Moderate
DDInter1189,Methylphenidate,DDInter960,Iohexol,Major
DDInter1189,Methylphenidate,DDInter961,Iopamidol,Major
DDInter1189,Methylphenidate,DDInter1186,Methylene blue,Major
DDInter1189,Methylphenidate,DDInter1533,Promethazine,Moderate
DDInter1848,Trastuzumab emtansine,DDInter424,Cobicistat,Moderate
DDInter488,Deferasirox,DDInter1848,Trastuzumab emtansine,Major
DDInter652,Epinephrine,DDInter1186,Methylene blue,Moderate
DDInter652,Epinephrine,DDInter1533,Promethazine,Moderate
DDInter652,Epinephrine,DDInter1828,Tolbutamide,Moderate
DDInter900,Ibuprofen,DDInter488,Deferasirox,Major
DDInter533,Diatrizoate,DDInter900,Ibuprofen,Major
DDInter690,Ethanol,DDInter900,Ibuprofen,Moderate
DDInter898,Ibritumomab tiuxetan,DDInter900,Ibuprofen,Major
DDInter1839,Tositumomab (I-131),DDInter900,Ibuprofen,Major
DDInter900,Ibuprofen,DDInter957,Iodipamide,Major
DDInter900,Ibuprofen,DDInter958,Iodixanol,Major
DDInter900,Ibuprofen,DDInter960,Iohexol,Major
DDInter900,Ibuprofen,DDInter961,Iopamidol,Major
DDInter900,Ibuprofen,DDInter964,Iopromide,Major
DDInter900,Ibuprofen,DDInter965,Iothalamic acid,Major
DDInter900,Ibuprofen,DDInter966,Ioversol,Major
DDInter900,Ibuprofen,DDInter967,Ioxilan,Major
DDInter900,Ibuprofen,DDInter1110,Macimorelin,Moderate
DDInter900,Ibuprofen,DDInter1500,Potassium Iodide,Moderate
DDInter1513,Prednisolone,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter1828,Tolbutamide,Moderate
DDInter1838,Tositumomab,DDInter900,Ibuprofen,Major
DDInter749,Flunisolide,DDInter424,Cobicistat,Moderate
DDInter32,Afatinib,DDInter424,Cobicistat,Moderate
DDInter1061,Levonorgestrel,DDInter424,Cobicistat,Moderate
DDInter1061,Levonorgestrel,DDInter488,Deferasirox,Moderate
DDInter1061,Levonorgestrel,DDInter690,Ethanol,Minor
DDInter692,Ethinylestradiol,DDInter1204,Metyrapone,Moderate
DDInter1513,Prednisolone,DDInter692,Ethinylestradiol,Moderate
DDInter1061,Levonorgestrel,DDInter1719,Sugammadex,Major
DDInter692,Ethinylestradiol,DDInter1828,Tolbutamide,Moderate
DDInter885,Hydrocortisone,DDInter424,Cobicistat,Moderate
DDInter885,Hydrocortisone,DDInter488,Deferasirox,Major
DDInter885,Hydrocortisone,DDInter535,Diazoxide,Moderate
DDInter885,Hydrocortisone,DDInter622,Edrophonium,Moderate
DDInter885,Hydrocortisone,DDInter960,Iohexol,Major
DDInter885,Hydrocortisone,DDInter961,Iopamidol,Major
DDInter885,Hydrocortisone,DDInter1110,Macimorelin,Moderate
DDInter1120,Magnesium sulfate,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1262,Naloxone,Minor
DDInter885,Hydrocortisone,DDInter953,Iodide I-123,Moderate
DDInter885,Hydrocortisone,DDInter954,Iodide I-131,Moderate
DDInter885,Hydrocortisone,DDInter1830,Tolevamer,Moderate
DDInter885,Hydrocortisone,DDInter1828,Tolbutamide,Moderate
DDInter257,Butalbital,DDInter690,Ethanol,Major
DDInter257,Butalbital,DDInter1186,Methylene blue,Moderate
DDInter263,Caffeine,DDInter1470,Pimozide,Moderate
DDInter257,Butalbital,DDInter1513,Prednisolone,Moderate
DDInter1091,Loratadine,DDInter488,Deferasirox,Moderate
DDInter1091,Loratadine,DDInter863,Histamine,Moderate
DDInter1091,Loratadine,DDInter953,Iodide I-123,Moderate
DDInter1091,Loratadine,DDInter954,Iodide I-131,Moderate
DDInter35,Albendazole,DDInter424,Cobicistat,Moderate
DDInter35,Albendazole,DDInter488,Deferasirox,Moderate
DDInter35,Albendazole,DDInter953,Iodide I-123,Moderate
DDInter35,Albendazole,DDInter954,Iodide I-131,Moderate
DDInter535,Diazoxide,DDInter36,Albiglutide,Moderate
DDInter690,Ethanol,DDInter36,Albiglutide,Moderate
DDInter1513,Prednisolone,DDInter36,Albiglutide,Moderate
DDInter1533,Promethazine,DDInter36,Albiglutide,Moderate
DDInter1661,Sermorelin,DDInter36,Albiglutide,Moderate
DDInter1828,Tolbutamide,DDInter36,Albiglutide,Moderate
DDInter1632,Salbutamol,DDInter1110,Macimorelin,Major
DDInter1123,Mannitol,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1186,Methylene blue,Moderate
DDInter1513,Prednisolone,DDInter1632,Salbutamol,Minor
DDInter1632,Salbutamol,DDInter1533,Promethazine,Moderate
DDInter1632,Salbutamol,DDInter1828,Tolbutamide,Moderate
DDInter37,Alclometasone (topical),DDInter1828,Tolbutamide,Minor
DDInter16,Acetohexamide,DDInter690,Ethanol,Moderate
DDInter43,Alfentanil,DDInter690,Ethanol,Moderate
DDInter44,Alfuzosin,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter51,Alogliptin,Moderate
DDInter54,Alprazolam,DDInter690,Ethanol,Moderate
DDInter68,Amiloride,DDInter690,Ethanol,Moderate
DDInter78,Amitriptyline,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter81,Amobarbital,Major
DDInter82,Amoxapine,DDInter690,Ethanol,Moderate
DDInter84,Amphetamine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter98,Anisindione,Moderate
DDInter109,Apomorphine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter110,Apraclonidine,Moderate
DDInter690,Ethanol,DDInter118,Aripiprazole,Moderate
DDInter690,Ethanol,DDInter125,Asenapine,Moderate
DDInter690,Ethanol,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter20,Acetylsalicylic acid,Moderate
DDInter130,Atenolol,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter133,Atorvastatin,Moderate
DDInter136,Atropine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter141,Avanafil,Moderate
DDInter149,Azatadine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter154,Azelastine (nasal),Moderate
DDInter690,Ethanol,DDInter156,Azilsartan medoxomil,Moderate
DDInter162,Baclofen,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter170,Bedaquiline,Moderate
DDInter690,Ethanol,DDInter175,Belladonna,Moderate
DDInter177,Benazepril,DDInter690,Ethanol,Moderate
DDInter179,Bendroflumethiazide,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter183,Benznidazole,Major
DDInter187,Benzphetamine,DDInter690,Ethanol,Moderate
DDInter188,Benzthiazide,DDInter690,Ethanol,Moderate
DDInter181,Benzatropine,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter192,Bepridil,Moderate
DDInter197,Betaxolol,DDInter690,Ethanol,Moderate
DDInter211,Biperiden,DDInter690,Ethanol,Moderate
DDInter216,Bisoprolol,DDInter690,Ethanol,Moderate
DDInter690,Ethanol,DDInter228,Brentuximab vedotin,Moderate
DDInter690,Ethanol,DDInter230,Brexanolone,Moderate
DDInter690,Ethanol,DDInter231,Brexpiprazole,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter690,Ethanol,Moderate
DDInter236,Brimonidine (topical),DDInter690,Ethanol,Moderate
