DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1814,Tioguanine,DDInter1019,Lamivudine,Moderate
DDInter1019,Lamivudine,DDInter1840,Trabectedin,Moderate
DDInter1925,Vemurafenib,DDInter582,Dolutegravir,Minor
DDInter1961,Zidovudine,DDInter7,Abemaciclib,Moderate
DDInter1961,Zidovudine,DDInter9,Acalabrutinib,Moderate
DDInter27,Adalimumab,DDInter1961,Zidovudine,Major
DDInter38,Aldesleukin,DDInter1961,Zidovudine,Moderate
DDInter40,Alefacept,DDInter1961,Zidovudine,Moderate
DDInter41,Alemtuzumab,DDInter1961,Zidovudine,Moderate
DDInter57,Altretamine,DDInter1961,Zidovudine,Moderate
DDInter94,Anakinra,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter107,Apalutamide,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter148,Azacitidine,Moderate
DDInter1961,Zidovudine,DDInter150,Azathioprine,Moderate
DDInter1961,Zidovudine,DDInter165,Baricitinib,Major
DDInter1961,Zidovudine,DDInter174,Belinostat,Moderate
DDInter1961,Zidovudine,DDInter178,Bendamustine,Moderate
DDInter202,Bexarotene,DDInter1961,Zidovudine,Major
DDInter219,Bleomycin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter220,Blinatumomab,Moderate
DDInter222,Bortezomib,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter224,Bosutinib,Moderate
DDInter1961,Zidovudine,DDInter255,Busulfan,Moderate
DDInter1961,Zidovudine,DDInter259,Cabazitaxel,Moderate
DDInter1961,Zidovudine,DDInter281,Canakinumab,Moderate
DDInter1961,Zidovudine,DDInter285,Capecitabine,Moderate
DDInter1961,Zidovudine,DDInter298,Carboplatin,Moderate
DDInter1961,Zidovudine,DDInter299,Carfilzomib,Moderate
DDInter302,Carmustine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter342,Certolizumab pegol,Major
DDInter350,Chlorambucil,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter387,Cisplatin,Moderate
DDInter392,Cladribine,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter425,Cobimetinib,Moderate
DDInter1961,Zidovudine,DDInter441,Copanlisib,Moderate
DDInter1961,Zidovudine,DDInter460,Cytarabine,Moderate
DDInter1961,Zidovudine,DDInter463,Dacarbazine,Moderate
DDInter1961,Zidovudine,DDInter466,Dactinomycin,Moderate
DDInter1961,Zidovudine,DDInter478,Daratumumab,Moderate
DDInter1961,Zidovudine,DDInter484,Dasatinib,Moderate
DDInter1961,Zidovudine,DDInter485,Daunorubicin,Moderate
DDInter1961,Zidovudine,DDInter486,Daunorubicin (liposomal),Moderate
DDInter1961,Zidovudine,DDInter487,Decitabine,Moderate
DDInter499,Denileukin diftitox,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter564,Dimethyl fumarate,Moderate
DDInter1961,Zidovudine,DDInter568,Dinutuximab,Moderate
DDInter1961,Zidovudine,DDInter578,Docetaxel,Moderate
DDInter1961,Zidovudine,DDInter596,Doxorubicin,Moderate
DDInter1961,Zidovudine,DDInter597,Doxorubicin (liposomal),Moderate
DDInter623,Efalizumab,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter630,Elotuzumab,Moderate
DDInter1961,Zidovudine,DDInter666,Eribulin,Moderate
DDInter687,Etanercept,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter692,Ethinylestradiol,Minor
DDInter1961,Zidovudine,DDInter702,Etoposide,Moderate
DDInter1961,Zidovudine,DDInter704,Everolimus,Moderate
DDInter1961,Zidovudine,DDInter737,Fingolimod,Major
DDInter742,Floxuridine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter745,Fludarabine,Moderate
DDInter1961,Zidovudine,DDInter757,Fluorouracil,Moderate
DDInter811,Gemcitabine,DDInter1961,Zidovudine,Moderate
DDInter814,Gemtuzumab ozogamicin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter837,Golimumab,Major
DDInter1961,Zidovudine,DDInter894,Hydroxyurea,Moderate
DDInter1961,Zidovudine,DDInter899,Ibrutinib,Moderate
DDInter1961,Zidovudine,DDInter904,Idarubicin,Moderate
DDInter1961,Zidovudine,DDInter905,Idelalisib,Moderate
DDInter1961,Zidovudine,DDInter906,Ifosfamide,Moderate
DDInter923,Infliximab,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter927,Inotuzumab ozogamicin,Moderate
DDInter942,"Interferon alfa-2a, Recombinant",DDInter1961,Zidovudine,Major
DDInter943,Interferon alfa-2b,DDInter1961,Zidovudine,Major
DDInter944,Interferon alfa-n1,DDInter1961,Zidovudine,Major
DDInter946,Interferon alfacon-1,DDInter1961,Zidovudine,Major
DDInter947,Interferon beta-1a,DDInter1961,Zidovudine,Major
DDInter948,Interferon beta-1b,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter973,Irinotecan,Moderate
DDInter1961,Zidovudine,DDInter974,Irinotecan (liposomal),Moderate
DDInter1961,Zidovudine,DDInter1001,Ixabepilone,Moderate
DDInter1961,Zidovudine,DDInter1002,Ixazomib,Moderate
DDInter1961,Zidovudine,DDInter1033,Leflunomide,Major
DDInter1035,Lenalidomide,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1086,Lomustine,Moderate
DDInter1961,Zidovudine,DDInter1094,Lorlatinib,Moderate
DDInter1961,Zidovudine,DDInter1133,Mechlorethamine,Moderate
DDInter1961,Zidovudine,DDInter1144,Melphalan,Moderate
DDInter1961,Zidovudine,DDInter1156,Mercaptopurine,Moderate
DDInter1961,Zidovudine,DDInter1174,Methotrexate,Moderate
DDInter1232,Mitomycin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1234,Mitoxantrone,Moderate
DDInter1961,Zidovudine,DDInter1238,Mogamulizumab,Moderate
DDInter1268,Natalizumab,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter1275,Nelarabine,Moderate
DDInter1961,Zidovudine,DDInter1293,Nilotinib,Moderate
DDInter1961,Zidovudine,DDInter1297,Niraparib,Moderate
DDInter1961,Zidovudine,DDInter1320,Obinutuzumab,Moderate
DDInter1961,Zidovudine,DDInter1321,Ocrelizumab,Moderate
DDInter1961,Zidovudine,DDInter1324,Ofatumumab,Moderate
DDInter1961,Zidovudine,DDInter1327,Olaparib,Moderate
DDInter1961,Zidovudine,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1961,Zidovudine,DDInter1352,Osimertinib,Moderate
DDInter1961,Zidovudine,DDInter1355,Oxaliplatin,Moderate
DDInter1961,Zidovudine,DDInter1376,Ozanimod,Major
DDInter1961,Zidovudine,DDInter1377,Paclitaxel,Moderate
DDInter1961,Zidovudine,DDInter1378,Paclitaxel (protein-bound),Moderate
DDInter1961,Zidovudine,DDInter1400,Pazopanib,Moderate
DDInter1404,Pegaspargase,DDInter1961,Zidovudine,Moderate
DDInter1407,Peginterferon alfa-2a,DDInter1961,Zidovudine,Moderate
DDInter1408,Peginterferon alfa-2b,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter1409,Peginterferon beta-1a,Major
DDInter1961,Zidovudine,DDInter1414,Pemetrexed,Moderate
DDInter1961,Zidovudine,DDInter1425,Pentostatin,Moderate
DDInter1961,Zidovudine,DDInter1484,Plicamycin,Moderate
DDInter1961,Zidovudine,DDInter1491,Pomalidomide,Moderate
DDInter1961,Zidovudine,DDInter1492,Ponatinib,Moderate
DDInter1961,Zidovudine,DDInter1502,Pralatrexate,Moderate
DDInter1961,Zidovudine,DDInter1526,Procarbazine,Moderate
DDInter1961,Zidovudine,DDInter1588,Ribociclib,Moderate
DDInter1961,Zidovudine,DDInter1594,Rilonacept,Moderate
DDInter1608,Rituximab,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1616,Romidepsin,Moderate
DDInter1961,Zidovudine,DDInter1626,Rucaparib,Moderate
DDInter1961,Zidovudine,DDInter1628,Ruxolitinib,Moderate
DDInter1961,Zidovudine,DDInter1643,Sarilumab,Moderate
DDInter1961,Zidovudine,DDInter1657,Selinexor,Moderate
DDInter1961,Zidovudine,DDInter1676,Siponimod,Major
DDInter1961,Zidovudine,DDInter1677,Sipuleucel-T,Moderate
DDInter1961,Zidovudine,DDInter1678,Sirolimus,Moderate
DDInter1714,Streptozocin,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1735,Tacrolimus,Moderate
DDInter1961,Zidovudine,DDInter1742,Talazoparib,Moderate
DDInter1961,Zidovudine,DDInter1762,Temozolomide,Moderate
DDInter1961,Zidovudine,DDInter1763,Temsirolimus,Moderate
DDInter1765,Teniposide,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1771,Teriflunomide,Major
DDInter1961,Zidovudine,DDInter1789,Thalidomide,Moderate
DDInter1814,Tioguanine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1797,Thiotepa,Moderate
DDInter1961,Zidovudine,DDInter1824,Tocilizumab,Moderate
DDInter1961,Zidovudine,DDInter1825,Tofacitinib,Major
DDInter1961,Zidovudine,DDInter1835,Topotecan,Moderate
DDInter1961,Zidovudine,DDInter1840,Trabectedin,Moderate
DDInter1846,Trastuzumab,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1901,Upadacitinib,Major
DDInter1961,Zidovudine,DDInter1902,Uracil mustard,Moderate
DDInter1961,Zidovudine,DDInter1907,Ustekinumab,Moderate
DDInter1961,Zidovudine,DDInter1926,Venetoclax,Moderate
DDInter1961,Zidovudine,DDInter1936,Vinblastine,Moderate
DDInter1961,Zidovudine,DDInter1937,Vincristine,Moderate
DDInter1961,Zidovudine,DDInter1938,Vincristine (liposome),Moderate
DDInter1939,Vinorelbine,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter33,Aflibercept,Moderate
DDInter8,Abiraterone,DDInter3,Abametapir (topical),Moderate
DDInter9,Acalabrutinib,DDInter3,Abametapir (topical),Moderate
DDInter1848,Trastuzumab emtansine,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter53,Alpelisib,Moderate
DDInter93,Anagrelide,DDInter3,Abametapir (topical),Moderate
DDInter111,Apremilast,DDInter3,Abametapir (topical),Moderate
DDInter147,Axitinib,DDInter3,Abametapir (topical),Moderate
DDInter174,Belinostat,DDInter3,Abametapir (topical),Moderate
DDInter178,Bendamustine,DDInter3,Abametapir (topical),Moderate
DDInter202,Bexarotene,DDInter3,Abametapir (topical),Moderate
DDInter222,Bortezomib,DDInter3,Abametapir (topical),Moderate
DDInter224,Bosutinib,DDInter3,Abametapir (topical),Moderate
DDInter228,Brentuximab vedotin,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter233,Brigatinib,Moderate
DDInter259,Cabazitaxel,DDInter3,Abametapir (topical),Moderate
DDInter262,Cabozantinib,DDInter3,Abametapir (topical),Moderate
DDInter340,Ceritinib,DDInter3,Abametapir (topical),Moderate
DDInter425,Cobimetinib,DDInter3,Abametapir (topical),Moderate
DDInter448,Crizotinib,DDInter3,Abametapir (topical),Moderate
DDInter456,Cyclophosphamide,DDInter3,Abametapir (topical),Moderate
DDInter458,Cyclosporine,DDInter3,Abametapir (topical),Moderate
DDInter462,Dabrafenib,DDInter3,Abametapir (topical),Moderate
DDInter484,Dasatinib,DDInter3,Abametapir (topical),Moderate
DDInter578,Docetaxel,DDInter3,Abametapir (topical),Moderate
DDInter596,Doxorubicin,DDInter3,Abametapir (topical),Moderate
DDInter597,Doxorubicin (liposomal),DDInter3,Abametapir (topical),Moderate
DDInter649,Enzalutamide,DDInter3,Abametapir (topical),Moderate
DDInter667,Erlotinib,DDInter3,Abametapir (topical),Moderate
DDInter692,Ethinylestradiol,DDInter3,Abametapir (topical),Moderate
DDInter702,Etoposide,DDInter3,Abametapir (topical),Moderate
DDInter704,Everolimus,DDInter3,Abametapir (topical),Moderate
DDInter705,Exemestane,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter714,Fedratinib,Moderate
DDInter765,Flutamide,DDInter3,Abametapir (topical),Moderate
DDInter810,Gefitinib,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter817,Gilteritinib,Moderate
DDInter3,Abametapir (topical),DDInter822,Glasdegib,Moderate
DDInter905,Idelalisib,DDInter3,Abametapir (topical),Moderate
DDInter906,Ifosfamide,DDInter3,Abametapir (topical),Moderate
DDInter909,Imatinib,DDInter3,Abametapir (topical),Moderate
DDInter973,Irinotecan,DDInter3,Abametapir (topical),Moderate
DDInter974,Irinotecan (liposomal),DDInter3,Abametapir (topical),Moderate
DDInter1001,Ixabepilone,DDInter3,Abametapir (topical),Moderate
DDInter1002,Ixazomib,DDInter3,Abametapir (topical),Moderate
DDInter1024,Lapatinib,DDInter3,Abametapir (topical),Moderate
DDInter1040,Letrozole,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter1094,Lorlatinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter3,Abametapir (topical),Moderate
DDInter1141,Megestrol acetate,DDInter3,Abametapir (topical),Moderate
DDInter1214,Midostaurin,DDInter3,Abametapir (topical),Moderate
DDInter1293,Nilotinib,DDInter3,Abametapir (topical),Moderate
DDInter1296,Nintedanib,DDInter3,Abametapir (topical),Moderate
DDInter1327,Olaparib,DDInter3,Abametapir (topical),Moderate
DDInter1352,Osimertinib,DDInter3,Abametapir (topical),Moderate
DDInter1377,Paclitaxel,DDInter3,Abametapir (topical),Moderate
DDInter1378,Paclitaxel (protein-bound),DDInter3,Abametapir (topical),Moderate
DDInter1379,Palbociclib,DDInter3,Abametapir (topical),Moderate
DDInter1387,Panobinostat,DDInter3,Abametapir (topical),Moderate
DDInter1400,Pazopanib,DDInter3,Abametapir (topical),Moderate
DDInter1477,Pirfenidone,DDInter3,Abametapir (topical),Moderate
DDInter1491,Pomalidomide,DDInter3,Abametapir (topical),Moderate
DDInter1492,Ponatinib,DDInter3,Abametapir (topical),Moderate
DDInter1576,Regorafenib,DDInter3,Abametapir (topical),Moderate
DDInter1588,Ribociclib,DDInter3,Abametapir (topical),Moderate
DDInter1616,Romidepsin,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter1626,Rucaparib,Moderate
DDInter1628,Ruxolitinib,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter1676,Siponimod,Moderate
DDInter1678,Sirolimus,DDInter3,Abametapir (topical),Moderate
DDInter1701,Sonidegib,DDInter3,Abametapir (topical),Moderate
DDInter1702,Sorafenib,DDInter3,Abametapir (topical),Moderate
DDInter1731,Sunitinib,DDInter3,Abametapir (topical),Moderate
DDInter1735,Tacrolimus,DDInter3,Abametapir (topical),Moderate
DDInter1744,Tamoxifen,DDInter3,Abametapir (topical),Moderate
DDInter1763,Temsirolimus,DDInter3,Abametapir (topical),Moderate
DDInter1765,Teniposide,DDInter3,Abametapir (topical),Moderate
DDInter1797,Thiotepa,DDInter3,Abametapir (topical),Moderate
DDInter1825,Tofacitinib,DDInter3,Abametapir (topical),Moderate
DDInter1837,Toremifene,DDInter3,Abametapir (topical),Moderate
DDInter1840,Trabectedin,DDInter3,Abametapir (topical),Moderate
DDInter1853,Tretinoin,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter1901,Upadacitinib,Moderate
DDInter1917,Vandetanib,DDInter3,Abametapir (topical),Moderate
DDInter1925,Vemurafenib,DDInter3,Abametapir (topical),Moderate
DDInter1926,Venetoclax,DDInter3,Abametapir (topical),Moderate
DDInter1936,Vinblastine,DDInter3,Abametapir (topical),Moderate
DDInter1937,Vincristine,DDInter3,Abametapir (topical),Moderate
DDInter1938,Vincristine (liposome),DDInter3,Abametapir (topical),Moderate
DDInter1939,Vinorelbine,DDInter3,Abametapir (topical),Moderate
DDInter27,Adalimumab,DDInter5,Abatacept,Major
DDInter5,Abatacept,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter40,Alefacept,DDInter5,Abatacept,Moderate
DDInter41,Alemtuzumab,DDInter5,Abatacept,Moderate
DDInter94,Anakinra,DDInter5,Abatacept,Moderate
DDInter5,Abatacept,DDInter100,Anthrax vaccine,Moderate
DDInter150,Azathioprine,DDInter5,Abatacept,Moderate
DDInter5,Abatacept,DDInter165,Baricitinib,Major
DDInter5,Abatacept,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter5,Abatacept,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter5,Abatacept,DDInter281,Canakinumab,Moderate
DDInter5,Abatacept,DDInter282,Candida albicans,Moderate
DDInter5,Abatacept,DDInter342,Certolizumab pegol,Major
DDInter5,Abatacept,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter5,Abatacept,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter392,Cladribine,DDInter5,Abatacept,Major
DDInter5,Abatacept,DDInter428,Coccidioides immitis spherule,Moderate
DDInter5,Abatacept,DDInter500,Denosumab,Moderate
DDInter5,Abatacept,DDInter564,Dimethyl fumarate,Moderate
DDInter5,Abatacept,DDInter574,Diroximel fumarate,Moderate
DDInter5,Abatacept,DDInter614,Echinacea,Minor
DDInter623,Efalizumab,DDInter5,Abatacept,Moderate
DDInter687,Etanercept,DDInter5,Abatacept,Major
DDInter5,Abatacept,DDInter737,Fingolimod,Major
DDInter5,Abatacept,DDInter837,Golimumab,Major
DDInter5,Abatacept,DDInter858,Hepatitis A Vaccine,Moderate
DDInter5,Abatacept,DDInter860,Hepatitis B Vaccine (Recombinant),Moderate
DDInter5,Abatacept,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter923,Infliximab,DDInter5,Abatacept,Major
DDInter5,Abatacept,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter5,Abatacept,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter5,Abatacept,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1033,Leflunomide,DDInter5,Abatacept,Major
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter5,Abatacept,Moderate
DDInter5,Abatacept,DDInter1127,Measles virus vaccine live attenuated,Major
DDInter5,Abatacept,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter5,Abatacept,DDInter1240,Monomethyl fumarate,Moderate
DDInter5,Abatacept,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter1268,Natalizumab,DDInter5,Abatacept,Major
DDInter5,Abatacept,DDInter1321,Ocrelizumab,Moderate
DDInter5,Abatacept,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter5,Abatacept,DDInter1376,Ozanimod,Major
DDInter5,Abatacept,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter5,Abatacept,DDInter1594,Rilonacept,Moderate
DDInter5,Abatacept,DDInter1614,Roflumilast,Moderate
DDInter5,Abatacept,DDInter1623,Rotavirus vaccine,Major
DDInter5,Abatacept,DDInter1625,Rubella virus vaccine,Major
DDInter5,Abatacept,DDInter1643,Sarilumab,Major
DDInter5,Abatacept,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter5,Abatacept,DDInter1644,Satralizumab,Major
DDInter5,Abatacept,DDInter1676,Siponimod,Major
DDInter5,Abatacept,DDInter1677,Sipuleucel-T,Moderate
DDInter5,Abatacept,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter5,Abatacept,DDInter1743,Talimogene laherparepvec,Major
DDInter5,Abatacept,DDInter1771,Teriflunomide,Major
DDInter5,Abatacept,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter5,Abatacept,DDInter1824,Tocilizumab,Major
DDInter5,Abatacept,DDInter1825,Tofacitinib,Major
DDInter5,Abatacept,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter5,Abatacept,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter5,Abatacept,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter5,Abatacept,DDInter1894,Typhoid vaccine (live),Major
DDInter5,Abatacept,DDInter1901,Upadacitinib,Major
DDInter5,Abatacept,DDInter1907,Ustekinumab,Moderate
DDInter5,Abatacept,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter5,Abatacept,Minor
DDInter5,Abatacept,DDInter1953,Yellow Fever Vaccine,Major
DDInter5,Abatacept,DDInter1963,Zinc acetate,Minor
DDInter5,Abatacept,DDInter1964,Zinc chloride,Minor
DDInter5,Abatacept,DDInter1965,Zinc gluconate,Minor
DDInter5,Abatacept,DDInter1966,Zinc sulfate,Minor
DDInter6,Abciximab,DDInter9,Acalabrutinib,Major
DDInter6,Abciximab,DDInter1848,Trastuzumab emtansine,Major
DDInter6,Abciximab,DDInter93,Anagrelide,Major
DDInter6,Abciximab,DDInter262,Cabozantinib,Major
DDInter6,Abciximab,DDInter336,Celecoxib,Moderate
DDInter6,Abciximab,DDInter484,Dasatinib,Major
DDInter6,Abciximab,DDInter899,Ibrutinib,Major
DDInter6,Abciximab,DDInter1296,Nintedanib,Moderate
DDInter6,Abciximab,DDInter1297,Niraparib,Moderate
DDInter6,Abciximab,DDInter1335,Omacetaxine mepesuccinate,Major
DDInter6,Abciximab,DDInter1387,Panobinostat,Major
DDInter6,Abciximab,DDInter1492,Ponatinib,Major
DDInter6,Abciximab,DDInter1566,Ramucirumab,Major
DDInter6,Abciximab,DDInter1576,Regorafenib,Major
DDInter27,Adalimumab,DDInter7,Abemaciclib,Major
DDInter7,Abemaciclib,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter40,Alefacept,DDInter7,Abemaciclib,Moderate
DDInter41,Alemtuzumab,DDInter7,Abemaciclib,Moderate
DDInter71,Aminoglutethimide,DDInter7,Abemaciclib,Moderate
DDInter81,Amobarbital,DDInter7,Abemaciclib,Moderate
DDInter90,Amprenavir,DDInter7,Abemaciclib,Moderate
DDInter94,Anakinra,DDInter7,Abemaciclib,Moderate
DDInter100,Anthrax vaccine,DDInter7,Abemaciclib,Moderate
DDInter107,Apalutamide,DDInter7,Abemaciclib,Major
DDInter112,Aprepitant,DDInter7,Abemaciclib,Moderate
DDInter119,Armodafinil,DDInter7,Abemaciclib,Moderate
DDInter129,Atazanavir,DDInter7,Abemaciclib,Major
DDInter150,Azathioprine,DDInter7,Abemaciclib,Moderate
DDInter165,Baricitinib,DDInter7,Abemaciclib,Major
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter7,Abemaciclib,Major
DDInter170,Bedaquiline,DDInter7,Abemaciclib,Moderate
DDInter202,Bexarotene,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter221,Boceprevir,DDInter7,Abemaciclib,Major
DDInter223,Bosentan,DDInter7,Abemaciclib,Moderate
DDInter228,Brentuximab vedotin,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter233,Brigatinib,Moderate
DDInter256,Butabarbital,DDInter7,Abemaciclib,Moderate
DDInter257,Butalbital,DDInter7,Abemaciclib,Moderate
DDInter281,Canakinumab,DDInter7,Abemaciclib,Moderate
DDInter282,Candida albicans,DDInter7,Abemaciclib,Moderate
DDInter284,Cannabidiol,DDInter7,Abemaciclib,Moderate
DDInter293,Carbamazepine,DDInter7,Abemaciclib,Major
DDInter338,Cenobamate,DDInter7,Abemaciclib,Moderate
DDInter340,Ceritinib,DDInter7,Abemaciclib,Major
DDInter342,Certolizumab pegol,DDInter7,Abemaciclib,Major
DDInter351,Chloramphenicol,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter7,Abemaciclib,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter384,Ciprofloxacin,DDInter7,Abemaciclib,Moderate
DDInter392,Cladribine,DDInter7,Abemaciclib,Major
DDInter393,Clarithromycin,DDInter7,Abemaciclib,Major
DDInter405,Clofarabine,DDInter7,Abemaciclib,Moderate
DDInter416,Clotrimazole,DDInter7,Abemaciclib,Moderate
DDInter419,Clozapine,DDInter7,Abemaciclib,Major
DDInter424,Cobicistat,DDInter7,Abemaciclib,Major
DDInter428,Coccidioides immitis spherule,DDInter7,Abemaciclib,Moderate
DDInter438,Conivaptan,DDInter7,Abemaciclib,Major
