DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter8,Abiraterone,DDInter1398,Pasireotide,Major
DDInter8,Abiraterone,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter8,Abiraterone,Moderate
DDInter1377,Paclitaxel,DDInter513,Dexamethasone,Moderate
DDInter1377,Paclitaxel,DDInter625,Elagolix,Moderate
DDInter1377,Paclitaxel,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1377,Paclitaxel,Moderate
DDInter195,Betamethasone,DDInter991,Isotretinoin,Moderate
DDInter991,Isotretinoin,DDInter492,Deflazacort,Moderate
DDInter991,Isotretinoin,DDInter513,Dexamethasone,Moderate
DDInter885,Hydrocortisone,DDInter991,Isotretinoin,Moderate
DDInter1191,Methylprednisolone,DDInter991,Isotretinoin,Moderate
DDInter1513,Prednisolone,DDInter991,Isotretinoin,Moderate
DDInter1515,Prednisone,DDInter991,Isotretinoin,Moderate
DDInter991,Isotretinoin,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter991,Isotretinoin,Moderate
DDInter1855,Triamcinolone,DDInter991,Isotretinoin,Moderate
DDInter507,Desmopressin,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter513,Dexamethasone,Major
DDInter722,Fentanyl,DDInter625,Elagolix,Major
DDInter722,Fentanyl,DDInter1021,Lanreotide,Moderate
DDInter1323,Octreotide,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter1351,Osilodrostat,Moderate
DDInter1412,Pegvisomant,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter722,Fentanyl,Moderate
DDInter513,Dexamethasone,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter625,Elagolix,Moderate
DDInter1021,Lanreotide,DDInter9,Acalabrutinib,Moderate
DDInter1323,Octreotide,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter1351,Osilodrostat,Moderate
DDInter1398,Pasireotide,DDInter9,Acalabrutinib,Moderate
DDInter1700,Somatrem,DDInter9,Acalabrutinib,Moderate
DDInter1699,Somatotropin,DDInter9,Acalabrutinib,Moderate
DDInter11,Acarbose,DDInter195,Betamethasone,Moderate
DDInter11,Acarbose,DDInter196,Betamethasone (topical),Minor
DDInter11,Acarbose,DDInter445,Corticotropin,Moderate
DDInter11,Acarbose,DDInter1782,Tetracosactide,Moderate
DDInter11,Acarbose,DDInter492,Deflazacort,Moderate
DDInter11,Acarbose,DDInter513,Dexamethasone,Moderate
DDInter11,Acarbose,DDInter515,Dexamethasone (ophthalmic),Minor
DDInter11,Acarbose,DDInter516,Dexamethasone (topical),Minor
DDInter11,Acarbose,DDInter747,Fludrocortisone,Moderate
DDInter11,Acarbose,DDInter885,Hydrocortisone,Moderate
DDInter11,Acarbose,DDInter887,Hydrocortisone (topical),Minor
DDInter11,Acarbose,DDInter1021,Lanreotide,Moderate
DDInter11,Acarbose,DDInter1064,Levothyroxine,Moderate
DDInter1074,Liothyronine,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1191,Methylprednisolone,Moderate
DDInter11,Acarbose,DDInter1192,Methylprednisolone (topical),Minor
DDInter1323,Octreotide,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1398,Pasireotide,Moderate
DDInter1412,Pegvisomant,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1513,Prednisolone,Moderate
DDInter11,Acarbose,DDInter1515,Prednisone,Moderate
DDInter1661,Sermorelin,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1773,Tesamorelin,Moderate
DDInter1800,Thyrotropin alfa,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1855,Triamcinolone,Moderate
DDInter11,Acarbose,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter11,Acarbose,DDInter1858,Triamcinolone (topical),Minor
DDInter1066,Lidocaine,DDInter513,Dexamethasone,Minor
DDInter1066,Lidocaine,DDInter625,Elagolix,Minor
DDInter1066,Lidocaine,DDInter1021,Lanreotide,Moderate
DDInter1323,Octreotide,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1351,Osilodrostat,Moderate
DDInter1066,Lidocaine,DDInter1398,Pasireotide,Moderate
DDInter1066,Lidocaine,DDInter1700,Somatrem,Minor
DDInter1699,Somatotropin,DDInter1066,Lidocaine,Minor
DDInter1453,Phenylephrine,DDInter1064,Levothyroxine,Moderate
DDInter1074,Liothyronine,DDInter1453,Phenylephrine,Moderate
DDInter1375,Oxytocin,DDInter1453,Phenylephrine,Moderate
DDInter195,Betamethasone,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter445,Corticotropin,Moderate
DDInter12,Acebutolol,DDInter1782,Tetracosactide,Moderate
DDInter12,Acebutolol,DDInter492,Deflazacort,Moderate
DDInter12,Acebutolol,DDInter513,Dexamethasone,Moderate
DDInter747,Fludrocortisone,DDInter12,Acebutolol,Moderate
DDInter827,Glucagon,DDInter12,Acebutolol,Minor
DDInter885,Hydrocortisone,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter1021,Lanreotide,Moderate
DDInter1064,Levothyroxine,DDInter12,Acebutolol,Minor
DDInter1074,Liothyronine,DDInter12,Acebutolol,Minor
DDInter1170,Methimazole,DDInter12,Acebutolol,Moderate
DDInter1191,Methylprednisolone,DDInter12,Acebutolol,Moderate
DDInter1323,Octreotide,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter1398,Pasireotide,Moderate
DDInter1513,Prednisolone,DDInter12,Acebutolol,Moderate
DDInter1515,Prednisone,DDInter12,Acebutolol,Moderate
DDInter1541,Propylthiouracil,DDInter12,Acebutolol,Moderate
DDInter1855,Triamcinolone,DDInter12,Acebutolol,Moderate
DDInter16,Acetohexamide,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter36,Albiglutide,Minor
DDInter887,Hydrocortisone (topical),DDInter51,Alogliptin,Minor
DDInter887,Hydrocortisone (topical),DDInter280,Canagliflozin,Minor
DDInter364,Chlorpropamide,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter474,Dapagliflozin,Minor
DDInter887,Hydrocortisone (topical),DDInter607,Dulaglutide,Minor
DDInter887,Hydrocortisone (topical),DDInter636,Empagliflozin,Minor
DDInter887,Hydrocortisone (topical),DDInter669,Ertugliflozin,Minor
DDInter887,Hydrocortisone (topical),DDInter706,Exenatide,Minor
DDInter825,Glimepiride,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter826,Glipizide,Minor
DDInter887,Hydrocortisone (topical),DDInter831,Glyburide,Minor
DDInter934,Insulin human,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter929,Insulin aspart (aspart),Minor
DDInter887,Hydrocortisone (topical),DDInter928,Insulin aspart (aspart protamine),Minor
DDInter887,Hydrocortisone (topical),DDInter930,Insulin degludec,Minor
DDInter887,Hydrocortisone (topical),DDInter931,Insulin detemir,Minor
DDInter932,Insulin glargine,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter933,Insulin glulisine,Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter887,Hydrocortisone (topical),Minor
DDInter936,Insulin human (isophane),DDInter887,Hydrocortisone (topical),Minor
DDInter940,Insulin lispro,DDInter887,Hydrocortisone (topical),Minor
DDInter941,Insulin lispro (protamine),DDInter887,Hydrocortisone (topical),Minor
DDInter937,Insulin human (regular),DDInter887,Hydrocortisone (topical),Minor
DDInter939,Insulin human (zinc),DDInter887,Hydrocortisone (topical),Minor
DDInter938,Insulin human (zinc extended),DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter1070,Linagliptin,Minor
DDInter887,Hydrocortisone (topical),DDInter1077,Liraglutide,Minor
DDInter887,Hydrocortisone (topical),DDInter1082,Lixisenatide,Minor
DDInter1164,Metformin,DDInter887,Hydrocortisone (topical),Minor
DDInter1217,Miglitol,DDInter887,Hydrocortisone (topical),Minor
DDInter1269,Nateglinide,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter1472,Pioglitazone,Minor
DDInter887,Hydrocortisone (topical),DDInter1506,Pramlintide,Minor
DDInter887,Hydrocortisone (topical),DDInter1581,Repaglinide,Minor
DDInter1621,Rosiglitazone,DDInter887,Hydrocortisone (topical),Minor
DDInter887,Hydrocortisone (topical),DDInter1646,Saxagliptin,Minor
DDInter887,Hydrocortisone (topical),DDInter1660,Semaglutide,Minor
DDInter887,Hydrocortisone (topical),DDInter1679,Sitagliptin,Minor
DDInter887,Hydrocortisone (topical),DDInter1826,Tolazamide,Minor
DDInter887,Hydrocortisone (topical),DDInter1828,Tolbutamide,Minor
DDInter1881,Troglitazone,DDInter887,Hydrocortisone (topical),Minor
DDInter381,Cinacalcet,DDInter556,Dihydrocodeine,Moderate
DDInter507,Desmopressin,DDInter556,Dihydrocodeine,Moderate
DDInter513,Dexamethasone,DDInter556,Dihydrocodeine,Moderate
DDInter263,Caffeine,DDInter1351,Osilodrostat,Moderate
DDInter1412,Pegvisomant,DDInter556,Dihydrocodeine,Moderate
DDInter556,Dihydrocodeine,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter556,Dihydrocodeine,Moderate
DDInter429,Codeine,DDInter381,Cinacalcet,Moderate
DDInter507,Desmopressin,DDInter429,Codeine,Moderate
DDInter429,Codeine,DDInter513,Dexamethasone,Moderate
DDInter1412,Pegvisomant,DDInter429,Codeine,Moderate
DDInter1064,Levothyroxine,DDInter985,Isometheptene,Moderate
DDInter1074,Liothyronine,DDInter985,Isometheptene,Moderate
DDInter1375,Oxytocin,DDInter985,Isometheptene,Moderate
DDInter1841,Tramadol,DDInter381,Cinacalcet,Moderate
DDInter507,Desmopressin,DDInter1841,Tramadol,Moderate
DDInter1841,Tramadol,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1841,Tramadol,Moderate
DDInter1841,Tramadol,DDInter1398,Pasireotide,Major
DDInter1412,Pegvisomant,DDInter1841,Tramadol,Moderate
DDInter195,Betamethasone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter445,Corticotropin,Moderate
DDInter15,Acetazolamide,DDInter1782,Tetracosactide,Moderate
DDInter15,Acetazolamide,DDInter492,Deflazacort,Moderate
DDInter15,Acetazolamide,DDInter513,Dexamethasone,Moderate
DDInter747,Fludrocortisone,DDInter15,Acetazolamide,Moderate
DDInter885,Hydrocortisone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1191,Methylprednisolone,Moderate
DDInter15,Acetazolamide,DDInter1513,Prednisolone,Moderate
DDInter1515,Prednisone,DDInter15,Acetazolamide,Moderate
DDInter1855,Triamcinolone,DDInter15,Acetazolamide,Moderate
DDInter712,Famotidine,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1398,Pasireotide,Moderate
DDInter1064,Levothyroxine,DDInter1559,Rabeprazole,Moderate
DDInter1074,Liothyronine,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1559,Rabeprazole,Moderate
DDInter195,Betamethasone,DDInter776,Formoterol,Minor
DDInter776,Formoterol,DDInter445,Corticotropin,Minor
DDInter776,Formoterol,DDInter1782,Tetracosactide,Minor
DDInter776,Formoterol,DDInter513,Dexamethasone,Minor
DDInter747,Fludrocortisone,DDInter776,Formoterol,Minor
DDInter885,Hydrocortisone,DDInter776,Formoterol,Minor
DDInter1191,Methylprednisolone,DDInter776,Formoterol,Minor
DDInter776,Formoterol,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1398,Pasireotide,Moderate
DDInter1513,Prednisolone,DDInter776,Formoterol,Minor
DDInter1515,Prednisone,DDInter776,Formoterol,Minor
DDInter1855,Triamcinolone,DDInter776,Formoterol,Minor
DDInter1064,Levothyroxine,DDInter1545,Pseudoephedrine,Moderate
DDInter1074,Liothyronine,DDInter1545,Pseudoephedrine,Moderate
DDInter1375,Oxytocin,DDInter1545,Pseudoephedrine,Moderate
DDInter195,Betamethasone,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter492,Deflazacort,Moderate
DDInter507,Desmopressin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter513,Dexamethasone,Moderate
DDInter1010,Ketorolac,DDInter747,Fludrocortisone,Moderate
DDInter1010,Ketorolac,DDInter885,Hydrocortisone,Moderate
DDInter1010,Ketorolac,DDInter1191,Methylprednisolone,Moderate
DDInter1010,Ketorolac,DDInter1501,Potassium perchlorate,Moderate
DDInter1010,Ketorolac,DDInter1513,Prednisolone,Moderate
DDInter1010,Ketorolac,DDInter1515,Prednisone,Moderate
DDInter1010,Ketorolac,DDInter1855,Triamcinolone,Moderate
DDInter1010,Ketorolac,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter515,Dexamethasone (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1599,Rimexolone (ophthalmic),Moderate
DDInter195,Betamethasone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter445,Corticotropin,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1782,Tetracosactide,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),DDInter492,Deflazacort,Moderate
DDInter513,Dexamethasone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter747,Fludrocortisone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter885,Hydrocortisone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1191,Methylprednisolone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1513,Prednisolone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1515,Prednisone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1855,Triamcinolone,DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),Moderate
DDInter195,Betamethasone,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter445,Corticotropin,Moderate
DDInter1291,Nifedipine,DDInter1782,Tetracosactide,Moderate
DDInter1291,Nifedipine,DDInter492,Deflazacort,Moderate
DDInter1291,Nifedipine,DDInter513,Dexamethasone,Moderate
DDInter747,Fludrocortisone,DDInter1291,Nifedipine,Moderate
DDInter885,Hydrocortisone,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1021,Lanreotide,Moderate
DDInter1191,Methylprednisolone,DDInter1291,Nifedipine,Moderate
DDInter1323,Octreotide,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1351,Osilodrostat,Moderate
DDInter1291,Nifedipine,DDInter1398,Pasireotide,Moderate
DDInter1513,Prednisolone,DDInter1291,Nifedipine,Moderate
DDInter1515,Prednisone,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1291,Nifedipine,Moderate
DDInter1855,Triamcinolone,DDInter1291,Nifedipine,Moderate
DDInter27,Adalimumab,DDInter195,Betamethasone,Major
DDInter27,Adalimumab,DDInter445,Corticotropin,Major
DDInter27,Adalimumab,DDInter1782,Tetracosactide,Major
DDInter27,Adalimumab,DDInter492,Deflazacort,Major
DDInter27,Adalimumab,DDInter513,Dexamethasone,Major
DDInter27,Adalimumab,DDInter747,Fludrocortisone,Major
DDInter27,Adalimumab,DDInter885,Hydrocortisone,Major
DDInter27,Adalimumab,DDInter1191,Methylprednisolone,Major
DDInter27,Adalimumab,DDInter1513,Prednisolone,Major
DDInter27,Adalimumab,DDInter1515,Prednisone,Major
DDInter27,Adalimumab,DDInter1855,Triamcinolone,Major
DDInter27,Adalimumab,DDInter1857,Triamcinolone (ophthalmic),Major
DDInter31,Adenosine,DDInter1021,Lanreotide,Moderate
DDInter1323,Octreotide,DDInter31,Adenosine,Moderate
DDInter31,Adenosine,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter31,Adenosine,Moderate
DDInter31,Adenosine,DDInter1398,Pasireotide,Major
DDInter1848,Trastuzumab emtansine,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1848,Trastuzumab emtansine,Moderate
DDInter507,Desmopressin,DDInter652,Epinephrine,Moderate
DDInter1064,Levothyroxine,DDInter652,Epinephrine,Moderate
DDInter1074,Liothyronine,DDInter652,Epinephrine,Moderate
DDInter1375,Oxytocin,DDInter652,Epinephrine,Moderate
DDInter195,Betamethasone,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter492,Deflazacort,Moderate
DDInter507,Desmopressin,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter513,Dexamethasone,Moderate
DDInter747,Fludrocortisone,DDInter900,Ibuprofen,Moderate
DDInter885,Hydrocortisone,DDInter900,Ibuprofen,Moderate
DDInter1191,Methylprednisolone,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter1501,Potassium perchlorate,Moderate
DDInter1513,Prednisolone,DDInter900,Ibuprofen,Moderate
DDInter1515,Prednisone,DDInter900,Ibuprofen,Moderate
DDInter1855,Triamcinolone,DDInter900,Ibuprofen,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter900,Ibuprofen,Moderate
DDInter507,Desmopressin,DDInter749,Flunisolide,Major
DDInter513,Dexamethasone,DDInter32,Afatinib,Moderate
DDInter32,Afatinib,DDInter625,Elagolix,Moderate
DDInter195,Betamethasone,DDInter692,Ethinylestradiol,Moderate
DDInter692,Ethinylestradiol,DDInter445,Corticotropin,Moderate
DDInter692,Ethinylestradiol,DDInter1782,Tetracosactide,Moderate
DDInter692,Ethinylestradiol,DDInter492,Deflazacort,Moderate
DDInter692,Ethinylestradiol,DDInter513,Dexamethasone,Moderate
DDInter692,Ethinylestradiol,DDInter625,Elagolix,Moderate
DDInter747,Fludrocortisone,DDInter692,Ethinylestradiol,Moderate
DDInter885,Hydrocortisone,DDInter692,Ethinylestradiol,Moderate
DDInter1064,Levothyroxine,DDInter692,Ethinylestradiol,Moderate
DDInter1074,Liothyronine,DDInter692,Ethinylestradiol,Moderate
DDInter1191,Methylprednisolone,DDInter692,Ethinylestradiol,Moderate
DDInter1513,Prednisolone,DDInter692,Ethinylestradiol,Moderate
DDInter1515,Prednisone,DDInter692,Ethinylestradiol,Moderate
DDInter1061,Levonorgestrel,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter692,Ethinylestradiol,Moderate
DDInter1855,Triamcinolone,DDInter692,Ethinylestradiol,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter692,Ethinylestradiol,Moderate
DDInter16,Acetohexamide,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter885,Hydrocortisone,DDInter36,Albiglutide,Moderate
DDInter885,Hydrocortisone,DDInter1632,Salbutamol,Minor
DDInter38,Aldesleukin,DDInter885,Hydrocortisone,Moderate
DDInter40,Alefacept,DDInter885,Hydrocortisone,Moderate
DDInter41,Alemtuzumab,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter46,Aliskiren,Moderate
DDInter885,Hydrocortisone,DDInter51,Alogliptin,Moderate
DDInter885,Hydrocortisone,DDInter58,Aluminum hydroxide,Minor
DDInter885,Hydrocortisone,DDInter61,Ambenonium,Moderate
DDInter885,Hydrocortisone,DDInter64,Amifampridine,Moderate
DDInter68,Amiloride,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter74,Aminophylline,Moderate
DDInter885,Hydrocortisone,DDInter76,Amiodarone,Major
DDInter885,Hydrocortisone,DDInter77,Amisulpride,Moderate
DDInter79,Amlodipine,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter81,Amobarbital,Moderate
DDInter85,Amphotericin B,DDInter885,Hydrocortisone,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter885,Hydrocortisone,Moderate
DDInter87,Amphotericin B (lipid complex),DDInter885,Hydrocortisone,Moderate
DDInter88,Amphotericin B (liposomal),DDInter885,Hydrocortisone,Moderate
DDInter90,Amprenavir,DDInter885,Hydrocortisone,Moderate
DDInter94,Anakinra,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter98,Anisindione,Moderate
DDInter885,Hydrocortisone,DDInter100,Anthrax vaccine,Moderate
DDInter885,Hydrocortisone,DDInter107,Apalutamide,Moderate
DDInter112,Aprepitant,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter116,Arformoterol,Minor
DDInter885,Hydrocortisone,DDInter119,Armodafinil,Minor
DDInter885,Hydrocortisone,DDInter120,Arsenic trioxide,Major
DDInter885,Hydrocortisone,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter20,Acetylsalicylic acid,Moderate
DDInter885,Hydrocortisone,DDInter129,Atazanavir,Moderate
DDInter130,Atenolol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter131,Atezolizumab,Moderate
DDInter885,Hydrocortisone,DDInter156,Azilsartan medoxomil,Moderate
DDInter885,Hydrocortisone,DDInter165,Baricitinib,Major
DDInter885,Hydrocortisone,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter885,Hydrocortisone,DDInter176,Bempedoic acid,Major
DDInter177,Benazepril,DDInter885,Hydrocortisone,Moderate
DDInter179,Bendroflumethiazide,DDInter885,Hydrocortisone,Moderate
DDInter188,Benzthiazide,DDInter885,Hydrocortisone,Moderate
DDInter197,Betaxolol,DDInter885,Hydrocortisone,Moderate
DDInter202,Bexarotene,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter885,Hydrocortisone,DDInter212,Bisacodyl,Moderate
DDInter216,Bisoprolol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter221,Boceprevir,Moderate
DDInter223,Bosentan,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter241,Bromfenac,Moderate
DDInter885,Hydrocortisone,DDInter248,Bumetanide,Moderate
DDInter885,Hydrocortisone,DDInter252,Bupropion,Major
DDInter256,Butabarbital,DDInter885,Hydrocortisone,Moderate
DDInter257,Butalbital,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter264,Calaspargase pegol,Moderate
DDInter885,Hydrocortisone,DDInter271,Calcium carbonate,Minor
DDInter885,Hydrocortisone,DDInter280,Canagliflozin,Moderate
DDInter885,Hydrocortisone,DDInter281,Canakinumab,Moderate
DDInter885,Hydrocortisone,DDInter282,Candida albicans,Moderate
DDInter288,Capreomycin,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter292,Captopril,Moderate
DDInter293,Carbamazepine,DDInter885,Hydrocortisone,Moderate
DDInter303,Carteolol,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter305,Carvedilol,Moderate
DDInter885,Hydrocortisone,DDInter787,Frangula purshiana bark,Moderate
DDInter885,Hydrocortisone,DDInter307,Castor oil,Moderate
DDInter336,Celecoxib,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter337,Cemiplimab,Moderate
DDInter885,Hydrocortisone,DDInter338,Cenobamate,Moderate
DDInter885,Hydrocortisone,DDInter340,Ceritinib,Moderate
DDInter885,Hydrocortisone,DDInter342,Certolizumab pegol,Major
DDInter885,Hydrocortisone,DDInter360,Chlorothiazide,Moderate
DDInter363,Chlorpromazine,DDInter885,Hydrocortisone,Moderate
DDInter364,Chlorpropamide,DDInter885,Hydrocortisone,Moderate
DDInter365,Chlorthalidone,DDInter885,Hydrocortisone,Moderate
DDInter885,Hydrocortisone,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter885,Hydrocortisone,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter885,Hydrocortisone,DDInter368,Cholestyramine,Moderate
DDInter885,Hydrocortisone,DDInter370,Choline salicylate,Moderate
DDInter885,Hydrocortisone,DDInter383,Cinoxacin,Major
DDInter384,Ciprofloxacin,DDInter885,Hydrocortisone,Major
DDInter387,Cisplatin,DDInter885,Hydrocortisone,Moderate
